"Name.x","Beer_ID","ABV","IBU","Brew_ID","Style","Ounces","Name.y","City","State"
"Pole Barn Stout",2616,0.055,31,22,"Oatmeal Stout",16,"Three Pints Brewing","Martinsville"," IN"
"10 Ton",2222,0.07,29,95,"Oatmeal Stout",16,"Warped Wing Brewing Company","Dayton"," OH"
"Jack Stout",366,0.06,23,362,"Oatmeal Stout",12,"Wild Onion Brewing Company","Lake Barrington"," IL"
"Hibernation Ale",2649,0.087,40,7,"Old Ale",12,"Great Divide Brewing Company","Denver"," CO"
"Old Potentate",1010,0.072,40,119,"Old Ale",12,"Southern Star Brewing Company","Conroe"," TX"
"Bunker Hill Blueberry Ale ",2419,0.048,16,104,"Other",12,"Beer Works Brewery","Lowell"," MA"
"Flesh Gourd'n",2681,0.066,21,2,"Pumpkin Ale",16,"Against the Grain Brewery","Louisville"," KY"
"Fall Hornin'",1563,0.06,20,172,"Pumpkin Ale",12,"Anderson Valley Brewing Company","Boonville"," CA"
"Pumpkin Beast",1620,0.062,17,361,"Pumpkin Ale",12,"Aviator Brewing Company","Fuquay-Varina"," NC"
"Imperial Pumpkin Stout",2068,0.099,43,231,"Pumpkin Ale",16,"Cape Ann Brewing Company","Gloucester"," MA"
"Pumple Drumkin",1365,0.06,20,146,"Pumpkin Ale",12,"Cisco Brewers","Nantucket"," MA"
"Pumpkin Patch Ale",1590,0.05,20,370,"Pumpkin Ale",16,"Eddyline Brewery & Restaurant","Buena Vista"," CO"
"Pumpkin Patch Ale (2012)",1014,0.05,20,370,"Pumpkin Ale",16,"Eddyline Brewery & Restaurant","Buena Vista"," CO"
"Screaminâ€™ Pumpkin",2142,0.05,25,125,"Pumpkin Ale",16,"Griffin Claw Brewing Company","Birmingham"," MI"
"UFO Pumpkin",1340,0.059,20,235,"Pumpkin Ale",12,"Harpoon Brewery","Boston"," MA"
"Yunkin' Punkin'",1600,0.055,20,357,"Pumpkin Ale",12,"Manayunk Brewing Company","Philadelphia"," PA"
"Wick For Brains",1705,0.061,11,338,"Pumpkin Ale",12,"Nebraska Brewing Company","Papillion"," NE"
"Pumpion",2689,0.06,38,1,"Pumpkin Ale",16,"NorthGate Brewing ","Minneapolis"," MN"
"O'Fallon Pumpkin Beer",1264,0.055,20,443,"Pumpkin Ale",12,"O'Fallon Brewery","O'Fallon"," MO"
"Old Forge Pumpkin Ale",1394,0.046,20,302,"Pumpkin Ale",16,"Old Forge Brewing Company","Danville"," PA"
"Headless Wylie",2049,0.08,20,44,"Pumpkin Ale",12,"Rivertowne Brewing Company","Export"," PA"
"Pumpkinhead Ale",814,0.047,20,386,"Pumpkin Ale",12,"Shipyard Brewing Company","Portland"," ME"
"Autumnation (2011-12) (2011)",512,0.06,48,47,"Pumpkin Ale",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"PUNK'N",2310,0.05,10,160,"Pumpkin Ale",12,"Uinta Brewing Company","Salt Lake City"," UT"
"Upslope Pumpkin Ale",906,0.077,20,52,"Pumpkin Ale",16,"Upslope Brewing Company","Boulder"," CO"
"Pumpkan",908,0.052,20,296,"Pumpkin Ale",12,"Wachusett Brewing Company","Westminster"," MA"
"Pumpkin Ale",1618,0.045,20,362,"Pumpkin Ale",12,"Wild Onion Brewing Company","Lake Barrington"," IL"
"Wild Onion Pumpkin Ale (2010)",334,0.045,20,362,"Pumpkin Ale",12,"Wild Onion Brewing Company","Lake Barrington"," IL"
"Wynkoop Pumpkin Ale",1045,0.055,20,425,"Pumpkin Ale",12,"Wynkoop Brewing Company","Denver"," CO"
"Wizard Burial Ground",2137,0.099,24,11,"Quadrupel (Quad)",16,"Brewery Vivant","Grand Rapids"," MI"
"Hubris Quadrupel Anniversary Ale",1033,0.099,24,11,"Quadrupel (Quad)",16,"Brewery Vivant","Grand Rapids"," MI"
"The Velvet Fog",923,0.09,24,26,"Quadrupel (Quad)",16,"Sun King Brewing Company","Indianapolis"," IN"
"Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale",2565,0.128,24,52,"Quadrupel (Quad)",19.2,"Upslope Brewing Company","Boulder"," CO"
"Porch Rocker",1830,0.045,8,301,"Radler",12,"Boston Beer Company","Boston"," MA"
"Totally Radler",2482,0.027,21,81,"Radler",16,"Hopworks Urban Brewery","Portland"," OR"
"Hefe Lemon",1838,0.049,30,297,"Radler",12,"Widmer Brothers Brewing Company","Portland"," OR"
"Norns Roggenbier",1453,0.05,20,406,"Roggenbier",16,"Fate Brewing Company","Boulder"," CO"
"Klingon Warnog Roggen Dunkel",1817,0.055,20,18,"Roggenbier",16,"Tin Man Brewing Company","Evansville"," IN"
"Vivant Belgian Style Imperial Stout (2012)",860,0.099,94,11,"Russian Imperial Stout",16,"Brewery Vivant","Grand Rapids"," MI"
"Yeti  Imperial Stout",2644,0.095,75,7,"Russian Imperial Stout",12,"Great Divide Brewing Company","Denver"," CO"
"Sexy Chaos",1716,0.099,94,318,"Russian Imperial Stout",16,"Marshall Wharf Brewing Company","Belfast"," ME"
"Ten Fidy Imperial Stout",8,0.099,98,167,"Russian Imperial Stout",12,"Oskar Blues Brewery","Longmont"," CO"
"Ten Fidy Imperial Stout (2008)",804,0.095,98,504,"Russian Imperial Stout",12,"Oskar Blues Brewery","Lyons"," CO"
"Ten Fidy Imperial Stout (2007)",803,0.099,98,504,"Russian Imperial Stout",12,"Oskar Blues Brewery","Lyons"," CO"
"Ten Fidy",1532,0.099,98,390,"Russian Imperial Stout",12,"Oskar Blues Brewery (North Carol...","Brevard"," NC"
"Hammer & Sickle",1581,0.09,60,111,"Russian Imperial Stout",12,"Renegade Brewing Company","Denver"," CO"
"Imperial Java Stout",305,0.08,94,393,"Russian Imperial Stout",12,"Santa Fe Brewing Company","Santa Fe"," NM"
"Bourbon Barrel Aged Timmie",1367,0.099,75,26,"Russian Imperial Stout",16,"Sun King Brewing Company","Indianapolis"," IN"
"Csar",2621,0.12,90,18,"Russian Imperial Stout",16,"Tin Man Brewing Company","Evansville"," IN"
"Banner American Rye",1644,0.045,20,319,"Rye Beer",12,"Banner Beer Company","Williamsburg"," MA"
"Hayride Autumn Ale",910,0.066,57,293,"Rye Beer",12,"Baxter Brewing Company","Lewiston"," ME"
"Smitten",2325,0.06,57,77,"Rye Beer",16,"Bell's Brewery","Kalamazoo"," MI"
"Forest Fire Imperial Smoked Rye",1256,0.099,85,445,"Rye Beer",16,"Big Wood Brewery","Vadnais Heights"," MN"
"Saucy Intruder",2620,0.072,75,19,"Rye Beer",16,"Black Acre Brewing Co.","Indianapolis"," IN"
"Flying Sailor",2449,0.073,57,96,"Rye Beer",12,"Blackrocks Brewery","Marquette"," MA"
"Root Stock",2466,0.066,57,11,"Rye Beer",16,"Brewery Vivant","Grand Rapids"," MI"
"Pepper in the Rye",2023,0.063,57,11,"Rye Beer",16,"Brewery Vivant","Grand Rapids"," MI"
"Stickin' In My Rye",2057,0.07,57,237,"Rye Beer",24,"Champion Brewing Company","Charlottesville"," VA"
"Hop A Potamus Double Dark Rye Pale Ale",672,0.09,99,366,"Rye Beer",16,"Great River Brewery","Davenport"," IA"
"Day Break 4-Grain Breakfast Beer",1233,0.05,57,162,"Rye Beer",16,"Martin House Brewing Company","Fort Worth"," TX"
"Boji Beach Golden Rye Ale",600,0.05,23,472,"Rye Beer",16,"Okoboji Brewing Company","Spirit Lake"," IA"
"Honey Rye",2512,0.058,18,69,"Rye Beer",16,"Red Shedman Farm Brewery and Hop...","Mt. Airy"," MD"
"CANfusion Rye Bock",1918,0.06,57,84,"Rye Beer",12,"Sierra Nevada Brewing Company","Chico"," CA"
"Righteous Ale",1386,0.063,57,47,"Rye Beer",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"Righteous Ale (2011)",423,0.063,57,47,"Rye Beer",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"SurlyFest",18,0.055,34,62,"Rye Beer",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Lee Hill Series Vol. 4 - Manhattan Style Rye Ale",2564,0.104,57,52,"Rye Beer",19.2,"Upslope Brewing Company","Boulder"," CO"
"Sophomoric Saison",2099,0.072,30,178,"Saison / Farmhouse Ale",12,"18th Street Brewery","Gary"," IN"
"Regional Ring Of Fire",2098,0.073,30,178,"Saison / Farmhouse Ale",12,"18th Street Brewery","Gary"," IN"
"Garce SelÃ©",2097,0.069,30,178,"Saison / Farmhouse Ale",12,"18th Street Brewery","Gary"," IN"
"Coq de la Marche",2677,0.051,38,2,"Saison / Farmhouse Ale",16,"Against the Grain Brewery","Louisville"," KY"
"Greenbelt Farmhouse Ale",1332,0.051,20,427,"Saison / Farmhouse Ale",12,"Armadillo Ale Works","Denton"," TX"
"Perzik Saison",2546,0.064,30,38,"Saison / Farmhouse Ale",12,"Avery Brewing Company","Boulder"," CO"
"413 Farmhouse Ale",1001,0.06,30,478,"Saison / Farmhouse Ale",12,"Big Elm Brewing","Sheffield"," MA"
"American Red Saison",1848,0.078,34,295,"Saison / Farmhouse Ale",12,"Black Shirt Brewing Company","Denver"," CO"
"1335 Wicked Snout",942,0.064,30,381,"Saison / Farmhouse Ale",12,"Blue Blood Brewing Company","Lincoln"," NE"
"Belfort",2637,0.067,30,11,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Tropical Saison",2500,0.065,30,11,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Paris",2481,0.09,30,11,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Acidulated Trip",2467,0.059,30,11,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Zaison",1266,0.09,30,11,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Zaison (2012)",671,0.09,30,11,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Farm Hand",387,0.055,30,11,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Farmhouse Wit",1202,0.048,25,128,"Saison / Farmhouse Ale",16,"Deep Ellum Brewing Company","Dallas"," TX"
"La Ferme Urbaine Farmhouse Ale",1899,0.078,30,280,"Saison / Farmhouse Ale",12,"Foolproof Brewing Company","Pawtucket"," RI"
"Harvest Ale",901,0.065,35,461,"Saison / Farmhouse Ale",12,"Fremont Brewing Company","Seattle"," WA"
"Saison Pamplemousse",1960,0.058,35,241,"Saison / Farmhouse Ale",12,"Golden Road Brewing","Los Angeles"," CA"
"Colette",2643,0.073,30,7,"Saison / Farmhouse Ale",12,"Great Divide Brewing Company","Denver"," CO"
"Hilliard's Saison",496,0.066,30,363,"Saison / Farmhouse Ale",16,"Hilliard's Beer","Seattle"," WA"
"Provision",1835,0.042,25,298,"Saison / Farmhouse Ale",12,"Hop Farm Brewing Company","Pittsburgh"," PA"
"Barn Burner Saison",1068,0.066,20,126,"Saison / Farmhouse Ale",12,"Karbach Brewing Company","Houston"," TX"
"Farm Girl Saison",1168,0.06,30,245,"Saison / Farmhouse Ale",16,"Lift Bridge Brewing Company","Stillwater"," MN"
"River House",2308,0.05,20,162,"Saison / Farmhouse Ale",16,"Martin House Brewing Company","Fort Worth"," TX"
"River House Saison",1232,0.05,30,162,"Saison / Farmhouse Ale",12,"Martin House Brewing Company","Fort Worth"," TX"
"Lemongrass Saison",1271,0.05,30,376,"Saison / Farmhouse Ale",12,"Maui Brewing Company","Lahaina"," HI"
"En Parfaite Harmonie",2531,0.065,30,66,"Saison / Farmhouse Ale",24,"Mikerphone Brewing","Chicago"," IL"
"Booyah Farmhouse Ale",932,0.065,20,285,"Saison / Farmhouse Ale",16,"Milwaukee Brewing Company","Milwaukee"," WI"
"Lomaland",1495,0.055,30,210,"Saison / Farmhouse Ale",16,"Modern Times Beer","San Diego"," CA"
"Midwest Charm Farmhouse Ale",603,0.06,29,472,"Saison / Farmhouse Ale",16,"Okoboji Brewing Company","Spirit Lake"," IA"
"Lyric Ale",2113,0.065,30,217,"Saison / Farmhouse Ale",12,"Orpheus Brewing","Atlanta"," GA"
"Atalanta",2112,0.053,30,217,"Saison / Farmhouse Ale",12,"Orpheus Brewing","Atlanta"," GA"
"Sundown",2304,0.071,36,165,"Saison / Farmhouse Ale",12,"Round Guys Brewing","Lansdale"," PA"
"Sanitas Saison Ale",1392,0.058,20,420,"Saison / Farmhouse Ale",12,"Sanitas Brewing Company","Boulder"," CO"
"Saison 88",1519,0.055,30,393,"Saison / Farmhouse Ale",12,"Santa Fe Brewing Company","Santa Fe"," NM"
"Harbinger",629,0.049,35,47,"Saison / Farmhouse Ale",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"Alter Ego ",2405,0.062,33,116,"Saison / Farmhouse Ale",12,"Smartmouth Brewing Company","Norfolk"," VA"
"Boise Co-Op Two Score Ale",1424,0.055,30,310,"Saison / Farmhouse Ale",16,"Sockeye Brewing Company","Boise"," ID"
"6 String Saison",1970,0.08,30,258,"Saison / Farmhouse Ale",16,"South Austin Brewery","South Austin"," TX"
"Walloon",2267,0.055,30,119,"Saison / Farmhouse Ale",12,"Southern Star Brewing Company","Conroe"," TX"
"Walloon (2014)",691,0.055,30,119,"Saison / Farmhouse Ale",12,"Southern Star Brewing Company","Conroe"," TX"
"Classique",1344,0.045,30,256,"Saison / Farmhouse Ale",12,"Stillwater Artisanal Ales","Baltimore"," MD"
"CynicAle",13,0.067,33,62,"Saison / Farmhouse Ale",16,"Surly Brewing Company","Brooklyn Center"," MN"
"TailGate Saison",1164,0.05,30,450,"Saison / Farmhouse Ale",12,"TailGate Beer","San Diego"," CA"
"Ginger Peach Saison",2555,0.048,20,46,"Saison / Farmhouse Ale",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Wild Plum Farmhouse Ale",1196,0.056,20,46,"Saison / Farmhouse Ale",16,"Tallgrass Brewing Company","Manhattan"," KS"
"First Stand",2119,0.055,35,216,"Saison / Farmhouse Ale",12,"Texian Brewing Co.","Richmond"," TX"
"Workers Comp Saison",1170,0.048,30,436,"Saison / Farmhouse Ale",12,"Two Roads Brewing Company","Stratford"," CT"
"Blood Orange Saison",2560,0.06,30,52,"Saison / Farmhouse Ale",12,"Upslope Brewing Company","Boulder"," CO"
"Tarasque",2047,0.059,30,240,"Saison / Farmhouse Ale",12,"Wiseacre Brewing Company","Memphis"," TN"
"Black Thunder",340,0.052,30,414,"Schwarzbier",12,"Austin Beerworks","Austin"," TX"
"Stargrazer",1964,0.05,28,259,"Schwarzbier",12,"Bauhaus Brew Labs","Minneapolis"," MN"
"Cherny Bock",344,0.04,30,365,"Schwarzbier",12,"Bohemian Brewery","Midvale"," UT"
"Very Noddy Lager (Current)",29,0.099,30,531,"Schwarzbier",16,"Buckbean Brewing Company","Reno"," NV"
"Black Noddy Lager (Current)",26,0.052,40,531,"Schwarzbier",16,"Buckbean Brewing Company","Reno"," NV"
"Black Bear Dark Lager",1051,0.046,24,327,"Schwarzbier",12,"Morgan Street Brewery","Saint Louis"," MO"
"Schlafly Black Lager",1323,0.05,30,429,"Schwarzbier",12,"Schlafly Brewing Company","Saint Louis"," MO"
"Organic Baba Black Lager",1097,0.04,32,160,"Schwarzbier",12,"Uinta Brewing Company","Salt Lake City"," UT"
"B3K Black Lager",620,0.055,30,425,"Schwarzbier",12,"Wynkoop Brewing Company","Denver"," CO"
"Kilt Dropper Scotch Ale",1727,0.075,22,108,"Scotch Ale / Wee Heavy",16,"Bonfire Brewing Company","Eagle"," CO"
"Stone of Arbroath",2078,0.08,23,228,"Scotch Ale / Wee Heavy",12,"DC Brau Brewing Company","Washington"," DC"
"Full Boar Scotch Ale",647,0.074,12,492,"Scotch Ale / Wee Heavy",16,"Devil's Canyon Brewery","Belmont"," CA"
"Dirty Bastard",2625,0.085,50,16,"Scotch Ale / Wee Heavy",12,"Founders Brewing Company","Grand Rapids"," MI"
"Wee-Heavy-Er Scotch Ale",1260,0.07,24,434,"Scotch Ale / Wee Heavy",12,"French Broad Brewery","Asheville"," NC"
"Cold Smoke Scotch Ale (2007)",760,0.065,11,511,"Scotch Ale / Wee Heavy",16,"Kettle House Brewing Company","Missoula"," MT"
"Cold Smoke Scotch Ale",85,0.065,11,511,"Scotch Ale / Wee Heavy",16,"Kettle House Brewing Company","Missoula"," MT"
"Clan Warrior",2334,0.087,29,149,"Scotch Ale / Wee Heavy",12,"Odyssey Beerwerks","Arvada"," CO"
"Old Chub NITRO",1859,0.08,23,167,"Scotch Ale / Wee Heavy",16,"Oskar Blues Brewery","Longmont"," CO"
"PV Muckle (2013)",2084,0.083,23,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis"," IN"
"Whip Fight",2082,0.09,30,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis"," IN"
"Port Barrel Wee Mac ",2081,0.053,23,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis"," IN"
"Wee Muckle",1656,0.09,30,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis"," IN"
"Wee Muckle (2011)",584,0.09,30,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis"," IN"
"Wild Wolf Wee Heavy Scottish Style Ale",1318,0.057,20,182,"Scotch Ale / Wee Heavy",12,"Wild Wolf Brewing Company","Nellysford"," VA"
"Seiche Scottish Ale",1881,0.078,16,286,"Scottish Ale",16,"Catawba Island Brewing","Port Clinton"," OH"
"Floyd's Folly",1787,0.08,23,316,"Scottish Ale",16,"Cutters Brewing Company","Avon"," IN"
"Stone's Throw IPA",1435,0.045,19,336,"Scottish Ale",12,"Fargo Brewing Company","Fargo"," ND"
"Fearless Scottish Ale",112,0.05,23,202,"Scottish Ale",16,"Fearless Brewing Company","Estacada"," OR"
"Kilt Lifter Scottish-Style Ale (2009)",179,0.06,21,161,"Scottish Ale",12,"Four Peaks Brewing Company","Tempe"," AZ"
"Skilak Scottish Ale",1193,0.058,23,459,"Scottish Ale",12,"Kenai River Brewing Company","Soldotna"," AK"
"Skilak Scottish Ale (2011)",348,0.058,23,459,"Scottish Ale",12,"Kenai River Brewing Company","Soldotna"," AK"
"Olde Ore Dock Scottish Ale",364,0.07,23,85,"Scottish Ale",12,"Keweenaw Brewing Company","Houghton"," MI"
"Back Country Scottish Ale",471,0.057,23,538,"Scottish Ale",12,"Lewis and Clark Brewing Company","Helena"," MT"
"The Hole in Hadrian's Wall",1059,0.095,19,472,"Scottish Ale",16,"Okoboji Brewing Company","Spirit Lake"," IA"
"Old Chub",5,0.08,35,167,"Scottish Ale",12,"Oskar Blues Brewery","Longmont"," CO"
"Old Chub (2008)",787,0.08,35,504,"Scottish Ale",12,"Oskar Blues Brewery","Lyons"," CO"
"Old Chub (2004)",786,0.08,35,504,"Scottish Ale",12,"Oskar Blues Brewery","Lyons"," CO"
"Old Chub (2003)",785,0.08,35,504,"Scottish Ale",12,"Oskar Blues Brewery","Lyons"," CO"
"Old Chub",1175,0.08,35,390,"Scottish Ale",12,"Oskar Blues Brewery (North Carol...","Brevard"," NC"
"Maxwell's Scottish Ale",1102,0.051,23,44,"Scottish Ale",12,"Rivertowne Brewing Company","Export"," PA"
"Java Mac",2215,0.054,23,26,"Scottish Ale",16,"Sun King Brewing Company","Indianapolis"," IN"
"Bourbon Barrel Wee Mac",1127,0.054,23,26,"Scottish Ale",16,"Sun King Brewing Company","Indianapolis"," IN"
"Wee Mac Scottish-Style Ale",213,0.054,23,26,"Scottish Ale",16,"Sun King Brewing Company","Indianapolis"," IN"
"Saranac Shandy",1359,0.042,0,300,"Shandy",12,"Matt Brewing Company","Utica"," NY"
"Curious Traveler Shandy",1732,0.044,0,335,"Shandy",12,"The Traveler Beer Company","Burlington"," VT"
"Big Island Shandy",1027,0.05,0,475,"Shandy",16,"Tonka Beer Company","Minnetonka"," MN"
"Scruffy's Smoked Alt",1584,0.051,35,30,"Smoked Beer",16,"Cedar Creek Brewery","Seven Points"," TX"
"He Said Belgian-Style Tripel",1592,0.082,27.5,369,"Tripel",12,"21st Amendment Brewery","San Francisco"," CA"
"Devils Tramping Ground Tripel",704,0.092,5,361,"Tripel",12,"Aviator Brewing Company","Fuquay-Varina"," NC"
"Vivant Tripel",1178,0.082,27.5,11,"Tripel",16,"Brewery Vivant","Grand Rapids"," MI"
"Vivant Tripel (2012)",670,0.092,27.5,11,"Tripel",16,"Brewery Vivant","Grand Rapids"," MI"
"Orabelle",2646,0.083,27.5,7,"Tripel",12,"Great Divide Brewing Company","Denver"," CO"
"Lemon Shandy Tripel",1570,0.09,27.5,125,"Tripel",16,"Griffin Claw Brewing Company","Birmingham"," MI"
"Monk from the 'Yunk",1356,0.09,30,357,"Tripel",12,"Manayunk Brewing Company","Philadelphia"," PA"
"Tripel Deke",2536,0.082,27.5,65,"Tripel",24,"SlapShot Brewing Company","Chicago"," IL"
"Wooden Rooster",2575,0.085,34,46,"Tripel",16.9,"Tallgrass Brewing Company","Manhattan"," KS"
"Velvet Rooster",537,0.085,27.5,46,"Tripel",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Voodoo Love Child",1770,0.092,25,323,"Tripel",12,"Voodoo Brewery","Meadville"," PA"
"El Steinber Dark Lager",1217,0.055,25,172,"Vienna Lager",16,"Anderson Valley Brewing Company","Boonville"," CA"
"Toasted Lager",665,0.055,28,490,"Vienna Lager",12,"Blue Point Brewing Company","Patchogue"," NY"
"Viennese Lager",88,0.05,23.5,365,"Vienna Lager",12,"Bohemian Brewery","Midvale"," UT"
"Boston Lager",1349,0.049,30,301,"Vienna Lager",16,"Boston Beer Company","Boston"," MA"
"Boston Lager",1310,0.049,30,301,"Vienna Lager",12,"Boston Beer Company","Boston"," MA"
"Boston Lager",1143,0.049,30,301,"Vienna Lager",12,"Boston Beer Company","Boston"," MA"
"Wisconsin Amber",2226,0.052,28,193,"Vienna Lager",12,"Capital Brewery","Middleton"," WI"
"Wisconsin Amber (1998)",840,0.052,23.5,193,"Vienna Lager",12,"Capital Brewery","Middleton"," WI"
"Wisconsin Amber (2013)",63,0.052,23.5,193,"Vienna Lager",12,"Capital Brewery","Middleton"," WI"
"Dos Pistolas",1244,0.048,20,366,"Vienna Lager",12,"Great River Brewery","Davenport"," IA"
"Aaah Bock Lager",1028,0.06,23.5,366,"Vienna Lager",16,"Great River Brewery","Davenport"," IA"
"Action Man Lager",1250,0.055,23.5,446,"Vienna Lager",12,"Howard Brewing Company","Lenoir"," NC"
"Flaming Damsel Lager (2010)",172,0.048,18,285,"Vienna Lager",16,"Milwaukee Brewing Company","Milwaukee"," WI"
"Vienna Lager",708,0.046,23.5,387,"Vienna Lager",16,"Revolution Brewing","Paonia"," CO"
"Snake River Lager",406,0.05,18,192,"Vienna Lager",12,"Snake River Brewing Company","Jackson"," WY"
"Special Amber",855,0.05,22,499,"Vienna Lager",12,"Sprecher Brewing Company","Glendale"," WI"
"Special Amber",445,0.05,22,499,"Vienna Lager",12,"Sprecher Brewing Company","Glendale"," WI"
"Ornery Amber Lager (2003)",736,0.055,33,292,"Vienna Lager",12,"Tommyknocker Brewery","Idaho Springs"," CO"
"Top Rope Mexican-style Craft Lager",466,0.048,15,52,"Vienna Lager",12,"Upslope Brewing Company","Boulder"," CO"
"Upslope Craft Lager",444,0.048,22,52,"Vienna Lager",12,"Upslope Brewing Company","Boulder"," CO"
"Jucundus",2666,0.06,24,4,"Wheat Ale",16,"Mike Hess Brewing Company","San Diego"," CA"
"Fireside Chat",1024,0.079,45,369,"Winter Warmer",12,"21st Amendment Brewery","San Francisco"," CA"
"Fireside Chat (2010)",321,0.079,45,369,"Winter Warmer",12,"21st Amendment Brewery","San Francisco"," CA"
"Winter Solstice",523,0.069,6,172,"Winter Warmer",12,"Anderson Valley Brewing Company","Boonville"," CA"
"Mistress Winter Wheat",1023,0.064,22,108,"Winter Warmer",12,"Bonfire Brewing Company","Eagle"," CO"
"Santa's Secret",2255,0.059,22,180,"Winter Warmer",16,"Carolina Brewery","Pittsboro"," NC"
"King Winterbolt Winter Ale",1719,0.07,22,332,"Winter Warmer",12,"Catawba Brewing Company","Morganton"," NC"
"3 Scrooges",2143,0.065,22,125,"Winter Warmer",16,"Griffin Claw Brewing Company","Birmingham"," MI"
"Stir Crazy Winter Ale",1691,0.065,22,278,"Winter Warmer",12,"Indeed Brewing Company","Minneapolis"," MN"
